Xd;Yd;Xu;Yu
194.9369;719.8082;17.0000;46.0000
223.0577;718.6489;18.0000;46.0000
251.3845;717.4543;19.0000;46.0000
279.5316;716.3542;20.0000;46.0000
307.7414;715.2266;21.0000;46.0000
336.6234;714.0986;22.0000;46.0000
365.4162;713.0213;23.0000;46.0000
393.8174;711.9978;24.0000;46.0000
423.3175;710.9936;25.0000;46.0000
451.7681;710.0683;26.0000;46.0000
481.3891;709.0973;27.0000;46.0000
510.4477;708.1110;28.0000;46.0000
539.7557;707.1633;29.0000;46.0000
569.4481;706.2460;30.0000;46.0000
599.0070;705.3218;31.0000;46.0000
628.6449;704.4003;32.0000;46.0000
658.3848;703.4937;33.0000;46.0000
687.8250;702.4744;34.0000;46.0000
717.9591;701.7237;35.0000;46.0000
747.8812;700.9076;36.0000;46.0000
778.1557;700.1523;37.0000;46.0000
807.9749;699.4873;38.0000;46.0000
838.4942;698.7970;39.0000;46.0000
869.2319;697.9706;40.0000;46.0000
899.1927;697.2016;41.0000;46.0000
929.5173;696.3266;42.0000;46.0000
959.9501;695.3322;43.0000;46.0000
990.1664;694.5604;44.0000;46.0000
1020.7217;693.8764;45.0000;46.0000
1051.3872;693.1641;46.0000;46.0000
1081.9187;692.3712;47.0000;46.0000
1112.1499;691.6364;48.0000;46.0000
1142.7371;690.9225;49.0000;46.0000
1173.4555;690.3937;50.0000;46.0000
1204.0609;689.9461;51.0000;46.0000
1234.4283;689.3369;52.0000;46.0000
1264.7136;688.7203;53.0000;46.0000
1295.3430;688.3212;54.0000;46.0000
1325.9027;687.9866;55.0000;46.0000
1355.9320;687.5526;56.0000;46.0000
1386.4826;687.1655;57.0000;46.0000
1416.8885;686.8309;58.0000;46.0000
1446.6162;686.3736;59.0000;46.0000
1477.1457;685.9392;60.0000;46.0000
1506.8207;685.7151;61.0000;46.0000
1537.1823;685.5645;62.0000;46.0000
1566.7303;685.4236;63.0000;46.0000
1596.9726;685.2121;64.0000;46.0000
1626.5379;684.9645;65.0000;46.0000
1656.0578;684.7611;66.0000;46.0000
1686.0516;684.5477;67.0000;46.0000
1715.3915;684.3179;68.0000;46.0000
1744.6110;684.2800;69.0000;46.0000
1773.7541;684.3217;70.0000;46.0000
1803.0027;684.2388;71.0000;46.0000
1832.1462;684.2553;72.0000;46.0000
1861.0823;684.3419;73.0000;46.0000
1889.9325;684.4055;74.0000;46.0000
1918.6615;684.4389;75.0000;46.0000
1947.5205;684.4267;76.0000;46.0000
1976.1599;684.5342;77.0000;46.0000
2004.3023;684.7211;78.0000;46.0000
2032.5596;684.9484;79.0000;46.0000
2060.7544;685.1013;80.0000;46.0000
2088.5961;685.2025;81.0000;46.0000
2116.3748;685.2183;82.0000;46.0000
2143.6757;685.2325;83.0000;46.0000
2171.4454;685.2514;84.0000;46.0000
2198.6535;685.1184;85.0000;46.0000
2225.8344;685.0292;86.0000;46.0000
2252.8335;685.0319;87.0000;46.0000
2279.6696;685.1680;88.0000;46.0000
2306.3556;685.3458;89.0000;46.0000
2332.8650;685.4936;90.0000;46.0000
2359.3349;685.5164;91.0000;46.0000
2385.4694;685.5471;92.0000;46.0000
2411.5242;685.7343;93.0000;46.0000
2437.2838;685.9482;94.0000;46.0000
83.6765;753.9571;13.0000;47.0000
111.5091;752.7854;14.0000;47.0000
139.2925;751.7151;15.0000;47.0000
167.2332;750.5635;16.0000;47.0000
195.1571;749.4136;17.0000;47.0000
223.3009;748.2543;18.0000;47.0000
251.4548;747.1803;19.0000;47.0000
279.6254;746.1390;20.0000;47.0000
307.8844;745.1970;21.0000;47.0000
337.0276;744.1244;22.0000;47.0000
365.5114;743.1169;23.0000;47.0000
394.2146;742.1515;24.0000;47.0000
423.4379;741.1863;25.0000;47.0000
452.2277;740.2015;26.0000;47.0000
481.5092;739.2423;27.0000;47.0000
510.9752;738.2935;28.0000;47.0000
539.7389;737.3645;29.0000;47.0000
569.5662;736.4422;30.0000;47.0000
599.4014;735.5123;31.0000;47.0000
629.0208;734.6938;32.0000;47.0000
658.9577;733.8957;33.0000;47.0000
688.4870;733.1228;34.0000;47.0000
718.2888;732.3151;35.0000;47.0000
748.5108;731.4283;36.0000;47.0000
778.5962;730.5011;37.0000;47.0000
808.6321;729.6924;38.0000;47.0000
839.1676;728.8033;39.0000;47.0000
869.3830;728.0166;40.0000;47.0000
899.5850;727.3035;41.0000;47.0000
929.9486;726.5437;42.0000;47.0000
960.3127;725.8458;43.0000;47.0000
990.6964;724.9788;44.0000;47.0000
1021.3890;724.2095;45.0000;47.0000
1051.8928;723.4573;46.0000;47.0000
1082.3122;722.8070;47.0000;47.0000
1112.8170;722.2114;48.0000;47.0000
1143.4643;721.4959;49.0000;47.0000
1174.0355;720.6815;50.0000;47.0000
1204.5195;720.0851;51.0000;47.0000
1235.0559;719.7043;52.0000;47.0000
1265.4977;719.2753;53.0000;47.0000
1296.0968;718.6133;54.0000;47.0000
1326.4120;718.0583;55.0000;47.0000
1356.6300;717.7507;56.0000;47.0000
1387.2903;717.4260;57.0000;47.0000
1417.3707;717.0206;58.0000;47.0000
1447.4819;716.6441;59.0000;47.0000
1477.6941;716.2246;60.0000;47.0000
1507.6666;715.8326;61.0000;47.0000
1537.8383;715.6173;62.0000;47.0000
1567.5747;715.4501;63.0000;47.0000
1597.6249;715.2694;64.0000;47.0000
1627.4550;715.0419;65.0000;47.0000
1656.8315;714.7017;66.0000;47.0000
1686.8207;714.4046;67.0000;47.0000
1716.3696;714.2888;68.0000;47.0000
1745.5371;714.2148;69.0000;47.0000
1774.7021;714.1917;70.0000;47.0000
1803.8390;714.1542;71.0000;47.0000
1833.0352;714.1911;72.0000;47.0000
1861.9392;714.2326;73.0000;47.0000
1890.8186;714.2913;74.0000;47.0000
1919.6146;714.3643;75.0000;47.0000
1948.5203;714.4325;76.0000;47.0000
1977.0230;714.3653;77.0000;47.0000
2005.5239;714.2794;78.0000;47.0000
2033.4726;714.2659;79.0000;47.0000
2061.7164;714.2949;80.0000;47.0000
2089.5493;714.3067;81.0000;47.0000
2117.4633;714.3765;82.0000;47.0000
2145.0319;714.3795;83.0000;47.0000
2172.4493;714.3330;84.0000;47.0000
2199.6146;714.3255;85.0000;47.0000
2226.7898;714.2956;86.0000;47.0000
2253.8008;714.2541;87.0000;47.0000
2280.7859;714.2352;88.0000;47.0000
2307.4844;714.2575;89.0000;47.0000
2333.7087;714.2222;90.0000;47.0000
2360.1354;714.2161;91.0000;47.0000
2386.4529;714.1718;92.0000;47.0000
2412.5152;714.0591;93.0000;47.0000
2438.2917;714.2401;94.0000;47.0000
83.8255;783.3023;13.0000;48.0000
111.6035;782.3361;14.0000;48.0000
139.4574;781.2306;15.0000;48.0000
167.4007;780.0140;16.0000;48.0000
195.3747;778.9929;17.0000;48.0000
365.6594;772.9167;23.0000;48.0000
394.7640;772.1861;24.0000;48.0000
423.5238;771.2277;25.0000;48.0000
452.8345;770.3901;26.0000;48.0000
481.6689;769.4399;27.0000;48.0000
659.2509;764.3702;33.0000;48.0000
689.1409;763.0928;34.0000;48.0000
718.7940;762.5802;35.0000;48.0000
749.1897;762.1596;36.0000;48.0000
778.9871;760.9248;37.0000;48.0000
960.7937;756.3171;43.0000;48.0000
991.3801;755.4128;44.0000;48.0000
1021.9071;754.6250;45.0000;48.0000
1052.3170;753.8451;46.0000;48.0000
1082.8201;752.9923;47.0000;48.0000
1266.3314;749.4735;53.0000;48.0000
1296.6935;749.1998;54.0000;48.0000
1326.9452;748.4730;55.0000;48.0000
1357.4550;747.8404;56.0000;48.0000
1387.9224;747.6165;57.0000;48.0000
1568.4485;745.4799;63.0000;48.0000
1598.2297;745.3363;64.0000;48.0000
1628.3687;744.9977;65.0000;48.0000
1657.6741;744.8157;66.0000;48.0000
1687.4749;744.4496;67.0000;48.0000
1862.7878;744.2570;73.0000;48.0000
1891.7055;744.3071;74.0000;48.0000
1920.5429;744.0633;75.0000;48.0000
1949.4144;744.0342;76.0000;48.0000
1977.8763;743.8195;77.0000;48.0000
2145.9012;743.4909;83.0000;48.0000
2173.3663;743.3126;84.0000;48.0000
2200.5631;743.2383;85.0000;48.0000
2227.6693;742.6825;86.0000;48.0000
2254.7078;742.7715;87.0000;48.0000
2413.4523;742.7577;93.0000;48.0000
2439.2052;742.8203;94.0000;48.0000
84.1916;812.7045;13.0000;49.0000
111.7064;811.7902;14.0000;49.0000
139.6204;810.7318;15.0000;49.0000
167.5553;809.7464;16.0000;49.0000
195.5384;808.7043;17.0000;49.0000
366.0212;803.0837;23.0000;49.0000
395.1996;802.2823;24.0000;49.0000
423.7400;801.5704;25.0000;49.0000
453.2374;800.6313;26.0000;49.0000
481.9889;799.9938;27.0000;49.0000
659.5086;794.3642;33.0000;49.0000
689.4134;793.4517;34.0000;49.0000
719.3719;792.6160;35.0000;49.0000
749.3947;791.8822;36.0000;49.0000
779.4257;791.0195;37.0000;49.0000
961.4262;786.5274;43.0000;49.0000
991.8963;785.9183;44.0000;49.0000
1022.3031;785.0616;45.0000;49.0000
1052.8552;784.4337;46.0000;49.0000
1083.5028;783.7323;47.0000;49.0000
1266.9743;779.7337;53.0000;49.0000
1297.1369;779.4361;54.0000;49.0000
1327.6306;779.0618;55.0000;49.0000
1358.2937;778.3894;56.0000;49.0000
1388.4376;777.7757;57.0000;49.0000
1569.3020;775.6105;63.0000;49.0000
1598.8949;775.4168;64.0000;49.0000
1629.1926;775.2491;65.0000;49.0000
1658.5387;774.6242;66.0000;49.0000
1688.0956;774.4827;67.0000;49.0000
1863.6518;774.2196;73.0000;49.0000
1892.5966;773.7677;74.0000;49.0000
1921.5089;773.7214;75.0000;49.0000
1950.2022;773.5402;76.0000;49.0000
1978.7099;773.4967;77.0000;49.0000
2146.7572;772.5616;83.0000;49.0000
2174.2850;772.5521;84.0000;49.0000
2201.4633;772.3747;85.0000;49.0000
2228.5851;772.3339;86.0000;49.0000
2255.6088;772.0809;87.0000;49.0000
2414.3668;771.4127;93.0000;49.0000
2440.0501;771.3689;94.0000;49.0000
84.6516;842.4433;13.0000;50.0000
112.2016;841.3406;14.0000;50.0000
139.8603;840.3450;15.0000;50.0000
167.8175;839.3621;16.0000;50.0000
195.7386;838.4801;17.0000;50.0000
366.6671;833.0821;23.0000;50.0000
395.4701;832.4623;24.0000;50.0000
424.3657;831.5306;25.0000;50.0000
453.4880;830.6393;26.0000;50.0000
482.6569;829.8735;27.0000;50.0000
659.9250;824.7854;33.0000;50.0000
689.6541;824.3573;34.0000;50.0000
719.6753;823.3362;35.0000;50.0000
749.6691;822.3988;36.0000;50.0000
779.8024;821.5853;37.0000;50.0000
962.0352;816.6366;43.0000;50.0000
992.3113;816.2286;44.0000;50.0000
1022.8218;815.4998;45.0000;50.0000
1053.5184;814.7913;46.0000;50.0000
1084.2457;814.3230;47.0000;50.0000
1267.3491;810.2443;53.0000;50.0000
1297.6779;809.6335;54.0000;50.0000
1328.4480;809.3817;55.0000;50.0000
1358.9527;809.0758;56.0000;50.0000
1388.9689;808.3038;57.0000;50.0000
1570.0896;805.7589;63.0000;50.0000
1599.6591;805.4780;64.0000;50.0000
1629.7209;805.3073;65.0000;50.0000
1659.4127;805.2091;66.0000;50.0000
1688.7913;804.6719;67.0000;50.0000
1864.5301;803.9156;73.0000;50.0000
1893.5592;803.8344;74.0000;50.0000
1922.5083;803.6067;75.0000;50.0000
1951.1245;803.4187;76.0000;50.0000
1979.4032;803.3689;77.0000;50.0000
2147.5245;802.2455;83.0000;50.0000
2175.0714;801.8453;84.0000;50.0000
2202.3905;801.5287;85.0000;50.0000
2229.4673;800.8605;86.0000;50.0000
2256.5042;800.7782;87.0000;50.0000
2415.1238;799.9477;93.0000;50.0000
2440.8787;799.9250;94.0000;50.0000
85.0827;872.0386;13.0000;51.0000
112.7263;871.0132;14.0000;51.0000
140.4294;870.0977;15.0000;51.0000
168.1824;869.1939;16.0000;51.0000
196.3142;868.2473;17.0000;51.0000
367.2540;863.0770;23.0000;51.0000
395.7650;862.4097;24.0000;51.0000
425.0888;861.7358;25.0000;51.0000
453.8325;860.8469;26.0000;51.0000
483.3281;860.2681;27.0000;51.0000
660.4372;855.1703;33.0000;51.0000
690.3382;854.3851;34.0000;51.0000
719.9502;853.6070;35.0000;51.0000
750.3969;852.8604;36.0000;51.0000
780.2499;852.1590;37.0000;51.0000
962.5706;847.5003;43.0000;51.0000
992.8541;846.5172;44.0000;51.0000
1023.5118;845.9786;45.0000;51.0000
1054.2517;845.2773;46.0000;51.0000
1084.8542;844.5158;47.0000;51.0000
1267.7807;840.9035;53.0000;51.0000
1298.4685;840.3475;54.0000;51.0000
1329.1668;839.6894;55.0000;51.0000
1359.3540;839.3101;56.0000;51.0000
1389.6371;838.7862;57.0000;51.0000
1570.6895;835.9631;63.0000;51.0000
1600.4817;835.6294;64.0000;51.0000
1630.2297;835.4190;65.0000;51.0000
1660.2555;835.0165;66.0000;51.0000
1689.5869;834.9069;67.0000;51.0000
1865.4660;833.8852;73.0000;51.0000
1894.5802;833.5892;74.0000;51.0000
1923.2593;833.5741;75.0000;51.0000
1951.7103;833.5177;76.0000;51.0000
1980.0671;832.9826;77.0000;51.0000
2148.3038;831.2822;83.0000;51.0000
2175.8245;831.0571;84.0000;51.0000
2203.2459;830.6049;85.0000;51.0000
2230.4270;830.4871;86.0000;51.0000
2257.3296;829.8567;87.0000;51.0000
2415.7959;828.7638;93.0000;51.0000
2441.6067;828.7140;94.0000;51.0000
85.4784;901.5280;13.0000;52.0000
113.1706;900.6345;14.0000;52.0000
141.0927;899.7071;15.0000;52.0000
168.7170;898.7009;16.0000;52.0000
196.9785;898.0575;17.0000;52.0000
367.5435;892.9547;23.0000;52.0000
396.3204;892.3661;24.0000;52.0000
425.4128;891.4232;25.0000;52.0000
454.3917;890.6801;26.0000;52.0000
483.6182;890.2632;27.0000;52.0000
660.9851;885.5740;33.0000;52.0000
691.0775;884.5974;34.0000;52.0000
720.6003;883.8299;35.0000;52.0000
751.1095;883.0597;36.0000;52.0000
780.8348;882.3602;37.0000;52.0000
963.0448;878.2050;43.0000;52.0000
993.5351;877.2319;44.0000;52.0000
1024.3007;876.4315;45.0000;52.0000
1054.9054;875.6537;46.0000;52.0000
1085.2428;874.8130;47.0000;52.0000
1268.5196;871.4720;53.0000;52.0000
1299.2104;870.9894;54.0000;52.0000
1329.5988;870.3123;55.0000;52.0000
1359.8019;869.6078;56.0000;52.0000
1390.4498;869.3628;57.0000;52.0000
1571.1362;866.3374;63.0000;52.0000
1601.2678;866.0952;64.0000;52.0000
1630.8380;865.9468;65.0000;52.0000
1660.9380;865.8117;66.0000;52.0000
1690.4446;865.1033;67.0000;52.0000
1866.4574;863.5789;73.0000;52.0000
1895.3449;863.5803;74.0000;52.0000
1923.7216;863.4655;75.0000;52.0000
1952.3681;863.2496;76.0000;52.0000
1980.8111;863.1826;77.0000;52.0000
2149.0262;860.6245;83.0000;52.0000
2176.5970;860.2067;84.0000;52.0000
2203.8522;860.1013;85.0000;52.0000
2231.2580;859.3493;86.0000;52.0000
2258.0373;859.0056;87.0000;52.0000
2416.5910;857.3645;93.0000;52.0000
2442.3520;857.3104;94.0000;52.0000
85.9599;931.1762;13.0000;53.0000
113.6613;930.3121;14.0000;53.0000
141.4689;929.5754;15.0000;53.0000
169.3743;928.7619;16.0000;53.0000
197.3743;927.8312;17.0000;53.0000
225.5202;926.9188;18.0000;53.0000
253.6713;926.0878;19.0000;53.0000
281.9831;925.2332;20.0000;53.0000
310.8477;924.5058;21.0000;53.0000
339.4342;923.7974;22.0000;53.0000
367.9702;923.0708;23.0000;53.0000
397.0079;922.3812;24.0000;53.0000
425.7341;921.5182;25.0000;53.0000
455.0061;920.7286;26.0000;53.0000
483.9806;920.0942;27.0000;53.0000
513.5211;919.3607;28.0000;53.0000
543.2510;918.6065;29.0000;53.0000
572.3780;918.0367;30.0000;53.0000
601.7470;917.4028;31.0000;53.0000
631.6608;916.7867;32.0000;53.0000
661.5728;916.2552;33.0000;53.0000
691.4399;915.4079;34.0000;53.0000
721.3915;914.4717;35.0000;53.0000
751.4372;913.5375;36.0000;53.0000
781.5147;912.7588;37.0000;53.0000
811.6737;912.2088;38.0000;53.0000
841.7662;911.4846;39.0000;53.0000
872.4558;910.6616;40.0000;53.0000
903.1178;909.9350;41.0000;53.0000
933.3729;909.2120;42.0000;53.0000
963.6103;908.5184;43.0000;53.0000
994.3044;907.8419;44.0000;53.0000
1024.9690;907.1560;45.0000;53.0000
1055.3062;906.3835;46.0000;53.0000
1085.7014;905.6030;47.0000;53.0000
1116.4358;904.8479;48.0000;53.0000
1147.2143;904.3542;49.0000;53.0000
1177.5307;903.9775;50.0000;53.0000
1207.8136;903.4120;51.0000;53.0000
1238.5837;902.5841;52.0000;53.0000
1269.2925;901.9305;53.0000;53.0000
1299.6746;901.5132;54.0000;53.0000
1330.0057;901.0285;55.0000;53.0000
1360.5436;900.3432;56.0000;53.0000
1391.1684;899.6345;57.0000;53.0000
1421.3384;899.0647;58.0000;53.0000
1451.4601;898.6004;59.0000;53.0000
1481.6752;898.0944;60.0000;53.0000
1511.6942;897.6055;61.0000;53.0000
1541.9557;897.2761;62.0000;53.0000
1571.7048;896.9616;63.0000;53.0000
1601.9268;896.5203;64.0000;53.0000
1631.5833;896.2371;65.0000;53.0000
1661.3659;896.0965;66.0000;53.0000
1691.2064;895.7167;67.0000;53.0000
1720.5413;895.2053;68.0000;53.0000
1749.8260;894.8403;69.0000;53.0000
1779.4266;894.7014;70.0000;53.0000
1808.6974;894.3926;71.0000;53.0000
1837.7475;893.9912;72.0000;53.0000
1867.1989;893.7024;73.0000;53.0000
1895.6881;893.5467;74.0000;53.0000
1924.3964;893.4600;75.0000;53.0000
1953.0458;893.2824;76.0000;53.0000
1981.5803;892.6767;77.0000;53.0000
2009.5642;891.8829;78.0000;53.0000
2037.8892;891.6625;79.0000;53.0000
2066.2749;891.3910;80.0000;53.0000
2094.1445;891.1235;81.0000;53.0000
2121.8708;890.7051;82.0000;53.0000
2149.5887;890.4558;83.0000;53.0000
2177.2356;889.7043;84.0000;53.0000
2204.5016;888.9487;85.0000;53.0000
2231.6955;888.3933;86.0000;53.0000
2258.7533;888.0984;87.0000;53.0000
2285.5367;887.8070;88.0000;53.0000
2311.8458;887.4326;89.0000;53.0000
2338.7789;887.0111;90.0000;53.0000
2365.3161;886.6899;91.0000;53.0000
2391.3896;886.2909;92.0000;53.0000
2417.3448;885.7819;93.0000;53.0000
59.0755;961.6932;12.0000;54.0000
86.5202;960.8826;13.0000;54.0000
114.2368;960.1107;14.0000;54.0000
141.8737;959.2447;15.0000;54.0000
169.9396;958.4021;16.0000;54.0000
197.7821;957.5447;17.0000;54.0000
226.0595;956.7479;18.0000;54.0000
254.3127;955.9659;19.0000;54.0000
282.8975;955.2160;20.0000;54.0000
311.4153;954.4611;21.0000;54.0000
339.7283;953.6906;22.0000;54.0000
368.7133;952.8758;23.0000;54.0000
397.5359;952.1825;24.0000;54.0000
426.5037;951.5255;25.0000;54.0000
455.5745;950.8235;26.0000;54.0000
484.7055;950.2979;27.0000;54.0000
513.7981;949.6781;28.0000;54.0000
543.5182;948.9545;29.0000;54.0000
573.3467;948.3468;30.0000;54.0000
602.5626;947.6243;31.0000;54.0000
632.0812;946.8613;32.0000;54.0000
662.3138;946.4350;33.0000;54.0000
691.7725;945.9197;34.0000;54.0000
722.0398;945.1078;35.0000;54.0000
751.7723;944.3326;36.0000;54.0000
782.2852;943.4201;37.0000;54.0000
812.0896;942.5832;38.0000;54.0000
842.5334;941.8082;39.0000;54.0000
873.3149;941.0771;40.0000;54.0000
903.4370;940.4319;41.0000;54.0000
933.6184;939.8088;42.0000;54.0000
964.4229;939.0292;43.0000;54.0000
994.9863;938.3954;44.0000;54.0000
1025.3553;937.8463;45.0000;54.0000
1055.7234;937.0824;46.0000;54.0000
1086.4851;936.3321;47.0000;54.0000
1117.2696;935.6019;48.0000;54.0000
1147.6030;934.8902;49.0000;54.0000
1177.8055;934.4601;50.0000;54.0000
1208.5682;934.0013;51.0000;54.0000
1239.4020;933.2814;52.0000;54.0000
1269.8795;932.4563;53.0000;54.0000
1300.0906;931.8558;54.0000;54.0000
1330.6490;931.3771;55.0000;54.0000
1361.3159;930.8542;56.0000;54.0000
1391.6120;930.2428;57.0000;54.0000
1421.6842;929.5469;58.0000;54.0000
1452.2676;928.9441;59.0000;54.0000
1482.2404;928.4870;60.0000;54.0000
1512.4848;928.0798;61.0000;54.0000
1542.6255;927.5620;62.0000;54.0000
1572.4696;927.0772;63.0000;54.0000
1602.4201;926.7095;64.0000;54.0000
1632.4256;926.4408;65.0000;54.0000
1661.8196;926.1249;66.0000;54.0000
1691.7243;925.8031;67.0000;54.0000
1721.3465;925.4078;68.0000;54.0000
1750.5982;925.0245;69.0000;54.0000
1779.7896;924.6357;70.0000;54.0000
1809.2974;924.4015;71.0000;54.0000
1838.2926;924.0938;72.0000;54.0000
1867.4648;923.6575;73.0000;54.0000
1896.1691;923.4745;74.0000;54.0000
1925.1027;923.3833;75.0000;54.0000
1953.6585;922.8748;76.0000;54.0000
1982.3810;921.7684;77.0000;54.0000
2038.9818;921.5290;79.0000;54.0000
2067.3322;920.5342;80.0000;54.0000
2095.1674;920.5071;81.0000;54.0000
2122.8885;920.2070;82.0000;54.0000
2150.2965;919.4177;83.0000;54.0000
2177.6180;918.6745;84.0000;54.0000
2205.1731;918.2407;85.0000;54.0000
2232.1535;917.7922;86.0000;54.0000
2259.3271;917.2831;87.0000;54.0000
2285.8248;916.9291;88.0000;54.0000
2312.8351;916.3298;89.0000;54.0000
2339.5500;915.7301;90.0000;54.0000
2365.5576;915.4942;91.0000;54.0000
2391.5948;915.3896;92.0000;54.0000
2417.7817;914.9728;93.0000;54.0000
87.0848;990.3379;13.0000;55.0000
114.9529;989.5969;14.0000;55.0000
142.5775;988.8167;15.0000;55.0000
170.5542;988.0582;16.0000;55.0000
198.5122;987.3143;17.0000;55.0000
226.8743;986.5823;18.0000;55.0000
255.0166;985.9035;19.0000;55.0000
283.4880;985.1074;20.0000;55.0000
311.9430;984.4187;21.0000;55.0000
340.5898;983.7839;22.0000;55.0000
369.4099;983.0626;23.0000;55.0000
398.1877;982.3201;24.0000;55.0000
427.3089;981.5313;25.0000;55.0000
456.3229;980.7960;26.0000;55.0000
485.4733;980.2720;27.0000;55.0000
514.6348;979.8134;28.0000;55.0000
543.9292;979.0789;29.0000;55.0000
573.6670;978.5465;30.0000;55.0000
603.3829;978.1344;31.0000;55.0000
632.8318;977.3984;32.0000;55.0000
663.0502;976.5281;33.0000;55.0000
692.5151;976.0118;34.0000;55.0000
722.6690;975.3772;35.0000;55.0000
752.5173;974.6819;36.0000;55.0000
782.9994;974.0193;37.0000;55.0000
812.8190;973.2906;38.0000;55.0000
843.3444;972.4446;39.0000;55.0000
873.6812;971.6646;40.0000;55.0000
903.7968;970.9822;41.0000;55.0000
934.4745;970.3669;42.0000;55.0000
965.1771;969.7174;43.0000;55.0000
995.3847;968.9336;44.0000;55.0000
1025.7420;968.2914;45.0000;55.0000
1056.4855;967.6512;46.0000;55.0000
1087.2539;966.9871;47.0000;55.0000
1117.5812;966.3563;48.0000;55.0000
1148.0170;965.5860;49.0000;55.0000
1178.5946;964.8153;50.0000;55.0000
1209.3796;964.2810;51.0000;55.0000
1240.0400;963.8466;52.0000;55.0000
1270.3901;963.2403;53.0000;55.0000
1300.7144;962.4880;54.0000;55.0000
1331.4442;961.8152;55.0000;55.0000
1361.8986;961.2663;56.0000;55.0000
1392.0186;960.7328;57.0000;55.0000
1422.4902;960.1450;58.0000;55.0000
1452.8939;959.4526;59.0000;55.0000
1482.7932;958.8117;60.0000;55.0000
1513.2157;958.4032;61.0000;55.0000
1543.0417;958.0805;62.0000;55.0000
1573.2178;957.4872;63.0000;55.0000
1602.9062;956.9113;64.0000;55.0000
1633.1014;956.5668;65.0000;55.0000
1662.5466;956.4188;66.0000;55.0000
1692.1626;956.0893;67.0000;55.0000
1721.9351;955.5970;68.0000;55.0000
1751.3784;955.1290;69.0000;55.0000
1780.6628;954.8406;70.0000;55.0000
1809.6836;954.3293;71.0000;55.0000
1838.9273;953.9697;72.0000;55.0000
1867.7982;953.8549;73.0000;55.0000
1896.8900;953.4355;74.0000;55.0000
1925.6413;952.7120;75.0000;55.0000
1954.4660;951.9720;76.0000;55.0000
1983.1848;951.6943;77.0000;55.0000
2011.3689;951.4635;78.0000;55.0000
2039.4933;950.9315;79.0000;55.0000
2067.5352;950.5818;80.0000;55.0000
2095.5487;950.2418;81.0000;55.0000
2123.3771;949.3881;82.0000;55.0000
2151.1265;948.6419;83.0000;55.0000
2178.2760;948.2864;84.0000;55.0000
2205.5540;947.8275;85.0000;55.0000
2232.8816;947.0704;86.0000;55.0000
2259.6451;946.5856;87.0000;55.0000
2286.6175;946.1650;88.0000;55.0000
2313.4690;945.5708;89.0000;55.0000
2339.7270;945.0253;90.0000;55.0000
2365.9475;944.6337;91.0000;55.0000
2392.2108;944.1529;92.0000;55.0000
2418.3471;943.6058;93.0000;55.0000
87.6994;1019.7695;13.0000;56.0000
115.5362;1019.1443;14.0000;56.0000
143.3778;1018.5142;15.0000;56.0000
171.2094;1017.8395;16.0000;56.0000
199.3337;1017.1252;17.0000;56.0000
227.4874;1016.4363;18.0000;56.0000
255.6145;1015.7500;19.0000;56.0000
284.0992;1015.0761;20.0000;56.0000
312.7415;1014.4086;21.0000;56.0000
341.4182;1013.6736;22.0000;56.0000
370.0343;1012.8844;23.0000;56.0000
398.9399;1012.2870;24.0000;56.0000
427.9317;1011.7870;25.0000;56.0000
457.1106;1011.1112;26.0000;56.0000
486.2324;1010.4463;27.0000;56.0000
515.4960;1009.8577;28.0000;56.0000
544.7393;1009.2103;29.0000;56.0000
574.1923;1008.6297;30.0000;56.0000
603.9907;1008.2926;31.0000;56.0000
633.5663;1007.8933;32.0000;56.0000
663.5286;1007.2423;33.0000;56.0000
693.3785;1006.3560;34.0000;56.0000
723.2199;1005.5509;35.0000;56.0000
753.3811;1004.8801;36.0000;56.0000
783.4643;1004.3406;37.0000;56.0000
813.5666;1003.7047;38.0000;56.0000
843.9368;1002.8963;39.0000;56.0000
874.0825;1002.2711;40.0000;56.0000
904.5614;1001.5523;41.0000;56.0000
935.3538;1000.8293;42.0000;56.0000
965.5695;1000.2831;43.0000;56.0000
995.7889;999.6091;44.0000;56.0000
1026.4971;998.8575;45.0000;56.0000
1057.2793;998.2663;46.0000;56.0000
1087.7320;997.6217;47.0000;56.0000
1117.9274;996.9174;48.0000;56.0000
1148.7086;996.2649;49.0000;56.0000
1179.4477;995.5257;50.0000;56.0000
1210.0425;994.7646;51.0000;56.0000
1240.6279;994.2298;52.0000;56.0000
1270.9375;993.8028;53.0000;56.0000
1301.4769;993.1908;54.0000;56.0000
1332.2129;992.4150;55.0000;56.0000
1362.3868;991.7289;56.0000;56.0000
1392.6523;991.1219;57.0000;56.0000
1423.2920;990.5887;58.0000;56.0000
1453.2524;990.0710;59.0000;56.0000
1483.5064;989.4041;60.0000;56.0000
1513.7070;988.6905;61.0000;56.0000
1543.5938;988.2357;62.0000;56.0000
1573.7382;987.8880;63.0000;56.0000
1603.5696;987.3131;64.0000;56.0000
1633.4792;986.7092;65.0000;56.0000
1663.2935;986.4142;66.0000;56.0000
1692.7564;986.3826;67.0000;56.0000
1722.4516;986.1140;68.0000;56.0000
1752.0369;985.3310;69.0000;56.0000
1839.5059;983.8087;72.0000;56.0000
1868.5662;983.5355;73.0000;56.0000
1897.5175;982.9715;74.0000;56.0000
1926.3497;982.5389;75.0000;56.0000
1955.2633;982.1016;76.0000;56.0000
1983.4464;981.5307;77.0000;56.0000
2011.5608;981.1056;78.0000;56.0000
