Xd;Yd;Xu;Yu
835.7169;369.3388;39.0000;35.0000
865.7647;368.3907;40.0000;35.0000
895.7902;367.4385;41.0000;35.0000
925.8763;366.4975;42.0000;35.0000
955.9787;365.5807;43.0000;35.0000
986.2276;364.7288;44.0000;35.0000
1016.3342;363.9903;45.0000;35.0000
1046.5852;363.4951;46.0000;35.0000
1076.8172;363.0103;47.0000;35.0000
1106.7705;362.3044;48.0000;35.0000
1137.3395;361.6007;49.0000;35.0000
1167.4415;361.1699;50.0000;35.0000
1197.5941;360.6695;51.0000;35.0000
1228.1012;360.0653;52.0000;35.0000
1257.9718;359.6978;53.0000;35.0000
1288.3274;359.5273;54.0000;35.0000
1318.3762;359.4122;55.0000;35.0000
1348.4606;359.3029;56.0000;35.0000
1378.4329;359.2308;57.0000;35.0000
1408.4717;359.1344;58.0000;35.0000
1438.1286;359.0030;59.0000;35.0000
1468.3049;358.9792;60.0000;35.0000
1497.8231;358.9640;61.0000;35.0000
1527.7716;359.0481;62.0000;35.0000
1557.3627;359.1696;63.0000;35.0000
1586.7500;359.2503;64.0000;35.0000
1616.3715;359.3323;65.0000;35.0000
1645.9313;359.4416;66.0000;35.0000
1675.2640;359.5153;67.0000;35.0000
1704.4001;359.7123;68.0000;35.0000
1733.5205;360.0188;69.0000;35.0000
1762.5677;360.2967;70.0000;35.0000
1791.5371;360.6736;71.0000;35.0000
1820.5181;361.2244;72.0000;35.0000
1849.3714;361.4962;73.0000;35.0000
1878.0892;361.7750;74.0000;35.0000
1906.4330;362.2480;75.0000;35.0000
1934.7741;362.8478;76.0000;35.0000
1963.3633;363.5022;77.0000;35.0000
1991.4488;364.2114;78.0000;35.0000
2019.5730;364.9080;79.0000;35.0000
2047.5144;365.3699;80.0000;35.0000
2075.2654;365.7969;81.0000;35.0000
2102.7594;366.4260;82.0000;35.0000
2130.3424;367.2685;83.0000;35.0000
2157.6078;368.0451;84.0000;35.0000
2184.6384;368.7170;85.0000;35.0000
2211.6641;369.3299;86.0000;35.0000
2238.5209;369.9596;87.0000;35.0000
2265.1008;370.7026;88.0000;35.0000
2291.8061;371.5428;89.0000;35.0000
2318.1288;372.4532;90.0000;35.0000
2344.3082;373.2980;91.0000;35.0000
2370.3005;374.2228;92.0000;35.0000
2396.3135;375.3085;93.0000;35.0000
2421.5255;376.3708;94.0000;35.0000
85.4561;433.5024;13.0000;36.0000
112.9816;432.2247;14.0000;36.0000
140.3784;430.5426;15.0000;36.0000
167.8751;428.8681;16.0000;36.0000
195.6987;427.3008;17.0000;36.0000
223.6141;425.8251;18.0000;36.0000
251.8715;424.1859;19.0000;36.0000
279.7472;422.6234;20.0000;36.0000
308.4040;421.1426;21.0000;36.0000
337.0822;419.5461;22.0000;36.0000
365.5006;417.9423;23.0000;36.0000
393.9426;416.5556;24.0000;36.0000
423.2745;415.0918;25.0000;36.0000
451.6467;413.6264;26.0000;36.0000
481.2308;412.2280;27.0000;36.0000
509.8467;410.9409;28.0000;36.0000
539.4361;409.6083;29.0000;36.0000
568.5853;408.4283;30.0000;36.0000
597.7651;407.2447;31.0000;36.0000
627.4804;406.0762;32.0000;36.0000
657.2932;404.9610;33.0000;36.0000
686.7570;403.8640;34.0000;36.0000
716.3025;402.7956;35.0000;36.0000
746.0955;401.7520;36.0000;36.0000
775.8907;400.7342;37.0000;36.0000
805.7846;399.6898;38.0000;36.0000
835.8322;398.7150;39.0000;36.0000
865.8324;397.7536;40.0000;36.0000
896.0325;396.8799;41.0000;36.0000
926.0184;396.0665;42.0000;36.0000
956.3581;395.2546;43.0000;36.0000
986.4285;394.4337;44.0000;36.0000
1016.6325;393.8044;45.0000;36.0000
1047.1266;393.2236;46.0000;36.0000
1077.1041;392.3538;47.0000;36.0000
1107.4601;391.6036;48.0000;36.0000
1137.8635;391.0187;49.0000;36.0000
1167.8722;390.4247;50.0000;36.0000
1198.3595;389.8887;51.0000;36.0000
1228.5122;389.5644;52.0000;36.0000
1258.6277;389.3701;53.0000;36.0000
1288.9976;389.1519;54.0000;36.0000
1318.9155;388.8094;55.0000;36.0000
1349.2899;388.4904;56.0000;36.0000
1379.0391;388.1737;57.0000;36.0000
1409.3659;387.8298;58.0000;36.0000
1438.7569;387.7193;59.0000;36.0000
1469.1680;387.7815;60.0000;36.0000
1498.6802;387.8650;61.0000;36.0000
1528.6727;387.9586;62.0000;36.0000
1558.3080;388.0782;63.0000;36.0000
1587.7157;388.1668;64.0000;36.0000
1617.3870;388.2760;65.0000;36.0000
1646.9949;388.5052;66.0000;36.0000
1676.3410;388.8037;67.0000;36.0000
1705.4849;389.0975;68.0000;36.0000
1734.6301;389.3266;69.0000;36.0000
1763.6532;389.4030;70.0000;36.0000
1792.6252;389.5711;71.0000;36.0000
1821.5853;389.8978;72.0000;36.0000
1850.4832;390.2039;73.0000;36.0000
1879.3818;390.5437;74.0000;36.0000
1907.8618;391.2944;75.0000;36.0000
1936.1364;391.9954;76.0000;36.0000
1964.5647;392.4251;77.0000;36.0000
1992.9570;392.8077;78.0000;36.0000
2020.7299;393.3453;79.0000;36.0000
2048.9683;393.8588;80.0000;36.0000
2076.5979;394.4401;81.0000;36.0000
2104.3877;395.1916;82.0000;36.0000
2131.8646;395.8605;83.0000;36.0000
2159.0341;396.3264;84.0000;36.0000
2186.2489;396.8083;85.0000;36.0000
2213.1099;397.5236;86.0000;36.0000
2240.1479;398.3218;87.0000;36.0000
2266.6731;399.1232;88.0000;36.0000
2293.3303;399.9301;89.0000;36.0000
2319.8161;400.5261;90.0000;36.0000
2345.9023;401.2324;91.0000;36.0000
2372.0762;402.1498;92.0000;36.0000
2397.7816;402.9577;93.0000;36.0000
2423.4398;403.9957;94.0000;36.0000
85.1230;462.5302;13.0000;37.0000
112.4063;461.0188;14.0000;37.0000
139.8395;459.3253;15.0000;37.0000
167.6198;457.7541;16.0000;37.0000
195.5132;456.2069;17.0000;37.0000
223.5277;454.7337;18.0000;37.0000
251.5902;453.2787;19.0000;37.0000
279.7901;451.7551;20.0000;37.0000
308.0155;450.3326;21.0000;37.0000
336.7106;448.8397;22.0000;37.0000
365.4433;447.2919;23.0000;37.0000
393.6983;445.7662;24.0000;37.0000
423.0432;444.3729;25.0000;37.0000
451.5515;443.0727;26.0000;37.0000
480.9921;441.6101;27.0000;37.0000
509.6057;440.3735;28.0000;37.0000
539.3176;439.2842;29.0000;37.0000
568.3993;438.0757;30.0000;37.0000
597.7088;436.8791;31.0000;37.0000
627.4585;435.7056;32.0000;37.0000
657.2677;434.6072;33.0000;37.0000
686.7494;433.5249;34.0000;37.0000
716.3366;432.3515;35.0000;37.0000
746.1369;431.3145;36.0000;37.0000
775.9818;430.4598;37.0000;37.0000
805.9367;429.5039;38.0000;37.0000
835.9114;428.4623;39.0000;37.0000
866.1620;427.5364;40.0000;37.0000
896.1632;426.7283;41.0000;37.0000
926.4880;425.9309;42.0000;37.0000
956.5723;425.0701;43.0000;37.0000
986.6833;424.1816;44.0000;37.0000
1017.0968;423.3400;45.0000;37.0000
1047.3343;422.4578;46.0000;37.0000
1077.5783;421.7122;47.0000;37.0000
1107.8884;421.1256;48.0000;37.0000
1138.2227;420.5692;49.0000;37.0000
1168.5048;419.9641;50.0000;37.0000
1198.7768;419.5112;51.0000;37.0000
1228.9348;419.2400;52.0000;37.0000
1259.3985;418.9179;53.0000;37.0000
1289.5131;418.3815;54.0000;37.0000
1319.6284;417.8581;55.0000;37.0000
1350.0896;417.7135;56.0000;37.0000
1379.7366;417.6246;57.0000;37.0000
1410.2511;417.5964;58.0000;37.0000
1439.8463;417.5305;59.0000;37.0000
1470.3048;417.4760;60.0000;37.0000
1499.6791;417.4764;61.0000;37.0000
1529.4859;417.4994;62.0000;37.0000
1559.2895;417.5246;63.0000;37.0000
1588.6898;417.5351;64.0000;37.0000
1618.3999;417.5746;65.0000;37.0000
1648.0361;417.6332;66.0000;37.0000
1677.3612;417.6895;67.0000;37.0000
1706.5250;417.8635;68.0000;37.0000
1735.7417;418.1368;69.0000;37.0000
1764.7020;418.3946;70.0000;37.0000
1793.7190;418.6927;71.0000;37.0000
1822.6610;419.1573;72.0000;37.0000
1851.5874;419.3903;73.0000;37.0000
1880.4768;419.6892;74.0000;37.0000
1909.1905;420.1052;75.0000;37.0000
1937.5199;420.5558;76.0000;37.0000
1965.7471;421.0660;77.0000;37.0000
1994.3786;421.7183;78.0000;37.0000
2022.1561;422.1645;79.0000;37.0000
2050.4601;422.6119;80.0000;37.0000
2077.8636;423.1494;81.0000;37.0000
2105.8490;423.7837;82.0000;37.0000
2133.2036;424.2130;83.0000;37.0000
2160.5275;424.5742;84.0000;37.0000
2187.6754;425.2125;85.0000;37.0000
2214.6723;425.9431;86.0000;37.0000
2241.5995;426.5491;87.0000;37.0000
2268.2841;427.2203;88.0000;37.0000
2294.8091;427.9258;89.0000;37.0000
2321.4149;428.6373;90.0000;37.0000
2347.5289;429.4368;91.0000;37.0000
2373.5902;430.3805;92.0000;37.0000
2399.5572;431.2764;93.0000;37.0000
2425.1419;432.0278;94.0000;37.0000
84.6346;491.4968;13.0000;38.0000
111.8992;489.9404;14.0000;38.0000
139.6014;488.2527;15.0000;38.0000
167.4452;486.6446;16.0000;38.0000
195.3343;485.3393;17.0000;38.0000
365.3346;476.5915;23.0000;38.0000
393.5735;475.1218;24.0000;38.0000
422.7632;473.7130;25.0000;38.0000
451.5078;472.3749;26.0000;38.0000
480.7525;470.9689;27.0000;38.0000
657.2615;464.2990;33.0000;38.0000
686.7872;463.2211;34.0000;38.0000
716.4505;462.0432;35.0000;38.0000
746.2226;461.0797;36.0000;38.0000
776.1007;460.3838;37.0000;38.0000
956.7969;454.5004;43.0000;38.0000
987.1340;453.5346;44.0000;38.0000
1017.4063;452.6944;45.0000;38.0000
1047.6967;451.9602;46.0000;38.0000
1078.1518;451.5001;47.0000;38.0000
1260.1335;448.2200;53.0000;38.0000
1290.0365;447.9994;54.0000;38.0000
1320.4730;447.8297;55.0000;38.0000
1350.7002;447.6088;56.0000;38.0000
1380.6206;447.4911;57.0000;38.0000
1560.2392;447.1378;63.0000;38.0000
1589.7019;447.1300;64.0000;38.0000
1619.4272;447.1769;65.0000;38.0000
1649.0791;447.2605;66.0000;38.0000
1678.4049;447.2773;67.0000;38.0000
1852.7170;448.3722;73.0000;38.0000
1881.5475;448.6428;74.0000;38.0000
1910.4070;449.2449;75.0000;38.0000
1938.9247;449.9508;76.0000;38.0000
1967.0236;450.2182;77.0000;38.0000
2134.5721;452.5608;83.0000;38.0000
2161.9786;453.1002;84.0000;38.0000
2189.0723;453.8550;85.0000;38.0000
2216.2482;454.2939;86.0000;38.0000
2243.0182;454.6850;87.0000;38.0000
2401.4956;459.0047;93.0000;38.0000
2426.7580;460.0027;94.0000;38.0000
84.1864;520.4202;13.0000;39.0000
111.6822;518.8011;14.0000;39.0000
139.4528;517.0860;15.0000;39.0000
167.2524;515.5488;16.0000;39.0000
195.1423;514.3229;17.0000;39.0000
365.2020;506.1483;23.0000;39.0000
393.5089;504.7107;24.0000;39.0000
422.5215;503.2699;25.0000;39.0000
451.4836;501.8697;26.0000;39.0000
480.5960;500.5235;27.0000;39.0000
657.2728;493.7093;33.0000;39.0000
686.8929;492.5596;34.0000;39.0000
716.5217;491.5972;35.0000;39.0000
746.4224;490.5935;36.0000;39.0000
776.2277;489.8033;37.0000;39.0000
957.2292;484.4032;43.0000;39.0000
987.4406;483.6840;44.0000;39.0000
1017.7579;482.7663;45.0000;39.0000
1048.2432;482.0486;46.0000;39.0000
1078.4518;481.3064;47.0000;39.0000
1260.6212;477.9947;53.0000;39.0000
1290.6850;477.7568;54.0000;39.0000
1321.3030;477.5504;55.0000;39.0000
1351.2193;477.4118;56.0000;39.0000
1381.4998;477.4044;57.0000;39.0000
1561.2021;476.4262;63.0000;39.0000
1590.6631;476.3603;64.0000;39.0000
1620.3619;476.2511;65.0000;39.0000
1650.0797;476.3338;66.0000;39.0000
1679.4068;476.4474;67.0000;39.0000
1853.8466;477.6204;73.0000;39.0000
1882.6612;477.7568;74.0000;39.0000
1911.5121;478.2564;75.0000;39.0000
1940.2039;478.4807;76.0000;39.0000
1968.3601;478.8195;77.0000;39.0000
2135.9376;481.5037;83.0000;39.0000
2163.3353;482.0550;84.0000;39.0000
2190.5788;482.3493;85.0000;39.0000
2217.6523;482.7580;86.0000;39.0000
2244.5463;483.1957;87.0000;39.0000
2402.7058;487.1518;93.0000;39.0000
2428.4187;487.8897;94.0000;39.0000
83.8789;549.1416;13.0000;40.0000
111.5391;547.7135;14.0000;40.0000
139.2853;546.1674;15.0000;40.0000
167.0481;544.7061;16.0000;40.0000
194.8606;543.3322;17.0000;40.0000
365.0574;535.2199;23.0000;40.0000
393.4857;534.0249;24.0000;40.0000
422.3869;532.8567;25.0000;40.0000
451.4768;531.5129;26.0000;40.0000
480.4868;530.3897;27.0000;40.0000
657.3192;523.6383;33.0000;40.0000
687.0197;522.5024;34.0000;40.0000
716.6848;521.4801;35.0000;40.0000
746.5520;520.5477;36.0000;40.0000
776.5286;519.6217;37.0000;40.0000
957.5146;514.3498;43.0000;40.0000
987.7240;513.3718;44.0000;40.0000
1018.2790;512.4483;45.0000;40.0000
1048.5956;511.5986;46.0000;40.0000
1078.7953;511.1427;47.0000;40.0000
1261.0293;507.6561;53.0000;40.0000
1291.4979;507.6574;54.0000;40.0000
1322.0149;507.4634;55.0000;40.0000
1351.8652;507.2605;56.0000;40.0000
1382.3473;507.0556;57.0000;40.0000
1562.1737;505.5297;63.0000;40.0000
1591.5955;505.6863;64.0000;40.0000
1621.2703;505.7636;65.0000;40.0000
1651.0607;505.8071;66.0000;40.0000
1680.4015;505.8353;67.0000;40.0000
1854.9929;506.8848;73.0000;40.0000
1883.7676;507.0610;74.0000;40.0000
1912.5746;507.4949;75.0000;40.0000
1941.4085;508.2070;76.0000;40.0000
1969.7008;508.2804;77.0000;40.0000
2137.2351;510.3167;83.0000;40.0000
2164.7048;510.3690;84.0000;40.0000
2191.9841;510.8845;85.0000;40.0000
2218.9916;511.4249;86.0000;40.0000
2245.9744;512.0526;87.0000;40.0000
2404.1865;515.1874;93.0000;40.0000
2430.0695;516.0921;94.0000;40.0000
83.7083;578.2798;13.0000;41.0000
111.3951;576.8039;14.0000;41.0000
139.1356;575.2921;15.0000;41.0000
166.8452;573.8048;16.0000;41.0000
194.6393;572.5234;17.0000;41.0000
364.9910;564.5415;23.0000;41.0000
393.4778;563.3857;24.0000;41.0000
422.3620;562.1901;25.0000;41.0000
451.4887;561.0441;26.0000;41.0000
480.4896;560.2023;27.0000;41.0000
657.3922;553.6402;33.0000;41.0000
687.1720;552.5088;34.0000;41.0000
716.9348;551.3805;35.0000;41.0000
746.7518;550.3674;36.0000;41.0000
776.8654;549.4201;37.0000;41.0000
957.7855;544.3623;43.0000;41.0000
988.2212;543.5774;44.0000;41.0000
1018.6198;542.7743;45.0000;41.0000
1048.9061;542.2515;46.0000;41.0000
1079.4085;541.2932;47.0000;41.0000
1261.6604;537.6277;53.0000;41.0000
1292.3484;537.4563;54.0000;41.0000
1322.5353;537.2789;55.0000;41.0000
1352.6301;536.9702;56.0000;41.0000
1383.1076;536.7495;57.0000;41.0000
1563.0296;535.6442;63.0000;41.0000
1592.5483;535.5461;64.0000;41.0000
1622.1726;535.5127;65.0000;41.0000
1652.0202;535.5047;66.0000;41.0000
1681.4038;535.5015;67.0000;41.0000
1856.1319;536.2366;73.0000;41.0000
1884.9011;536.2595;74.0000;41.0000
1913.6014;536.4480;75.0000;41.0000
1942.4573;536.7126;76.0000;41.0000
1970.9227;537.1930;77.0000;41.0000
2138.5368;539.0529;83.0000;41.0000
2166.0684;539.6703;84.0000;41.0000
2193.2259;540.0674;85.0000;41.0000
2220.3209;540.3403;86.0000;41.0000
2247.2128;540.4691;87.0000;41.0000
2405.7251;543.6212;93.0000;41.0000
2431.4661;544.3726;94.0000;41.0000
83.6001;607.2978;13.0000;42.0000
111.3260;606.1932;14.0000;42.0000
138.9913;604.6422;15.0000;42.0000
166.6876;603.3067;16.0000;42.0000
194.5507;601.9871;17.0000;42.0000
365.0395;594.2796;23.0000;42.0000
393.4739;593.0347;24.0000;42.0000
422.4325;591.8859;25.0000;42.0000
451.4930;590.9394;26.0000;42.0000
480.6542;589.6845;27.0000;42.0000
657.4720;583.4516;33.0000;42.0000
687.3024;582.3594;34.0000;42.0000
717.1478;581.3135;35.0000;42.0000
747.0803;580.1737;36.0000;42.0000
777.0908;579.1535;37.0000;42.0000
958.3379;574.3205;43.0000;42.0000
988.6050;573.4492;44.0000;42.0000
1018.9054;572.6144;45.0000;42.0000
1049.4322;571.9491;46.0000;42.0000
1079.9226;571.2777;47.0000;42.0000
1262.4728;567.7970;53.0000;42.0000
1292.9445;567.5329;54.0000;42.0000
1323.0158;567.3857;55.0000;42.0000
1353.4887;567.2798;56.0000;42.0000
1383.7694;566.6099;57.0000;42.0000
1563.8610;565.4275;63.0000;42.0000
1593.4957;565.2916;64.0000;42.0000
1623.0567;565.2525;65.0000;42.0000
1652.9425;565.3266;66.0000;42.0000
1682.3773;565.3142;67.0000;42.0000
1857.2189;565.4855;73.0000;42.0000
1886.0088;565.8598;74.0000;42.0000
1914.6830;566.0080;75.0000;42.0000
1943.4967;566.4325;76.0000;42.0000
1972.0857;566.4484;77.0000;42.0000
2139.7621;568.3698;83.0000;42.0000
2167.2403;568.4189;84.0000;42.0000
2194.3818;568.6084;85.0000;42.0000
2221.5005;568.8571;86.0000;42.0000
2248.4602;569.3394;87.0000;42.0000
2407.1123;571.7608;93.0000;42.0000
2432.7185;572.3611;94.0000;42.0000
83.5450;636.5225;13.0000;43.0000
111.4024;635.3679;14.0000;43.0000
138.9156;634.1072;15.0000;43.0000
166.6305;632.6659;16.0000;43.0000
194.5252;631.3629;17.0000;43.0000
222.6511;629.9923;18.0000;43.0000
251.0318;628.6602;19.0000;43.0000
279.3628;627.3475;20.0000;43.0000
307.5541;626.1098;21.0000;43.0000
335.8956;624.9591;22.0000;43.0000
365.1625;623.6950;23.0000;43.0000
393.4761;622.5273;24.0000;43.0000
422.5850;621.4600;25.0000;43.0000
451.4942;620.4406;26.0000;43.0000
480.9107;619.3813;27.0000;43.0000
509.7443;618.3633;28.0000;43.0000
539.3495;617.3375;29.0000;43.0000
568.7594;616.4395;30.0000;43.0000
597.9567;615.6059;31.0000;43.0000
627.7126;614.6226;32.0000;43.0000
657.5820;613.5780;33.0000;43.0000
687.4285;612.4976;34.0000;43.0000
717.3251;611.4002;35.0000;43.0000
747.3248;610.3378;36.0000;43.0000
777.3064;609.3689;37.0000;43.0000
807.3871;608.4026;38.0000;43.0000
837.4857;607.4938;39.0000;43.0000
867.6962;606.6103;40.0000;43.0000
897.8229;605.7730;41.0000;43.0000
928.3979;604.9679;42.0000;43.0000
958.7856;604.2272;43.0000;43.0000
988.9354;603.5756;44.0000;43.0000
1019.4318;602.9455;45.0000;43.0000
1049.9070;602.2718;46.0000;43.0000
1080.2176;601.4757;47.0000;43.0000
1110.6278;600.6116;48.0000;43.0000
1141.3368;599.9654;49.0000;43.0000
1171.7230;599.5693;50.0000;43.0000
1202.0828;599.1041;51.0000;43.0000
1232.5854;598.4048;52.0000;43.0000
1263.1880;597.8211;53.0000;43.0000
1293.3671;597.5231;54.0000;43.0000
1323.6773;597.3178;55.0000;43.0000
1354.3420;596.9810;56.0000;43.0000
1384.3203;596.6369;57.0000;43.0000
1414.5268;596.2684;58.0000;43.0000
1444.7056;595.8801;59.0000;43.0000
1474.6128;595.6414;60.0000;43.0000
1504.9054;595.5157;61.0000;43.0000
1534.5852;595.3971;62.0000;43.0000
1564.6048;595.3165;63.0000;43.0000
1594.4594;595.2830;64.0000;43.0000
1623.8668;595.2085;65.0000;43.0000
1653.8237;595.1803;66.0000;43.0000
1683.3477;595.1567;67.0000;43.0000
1712.5446;595.1096;68.0000;43.0000
1741.8870;595.0699;69.0000;43.0000
1771.0848;595.0691;70.0000;43.0000
1800.2016;595.0900;71.0000;43.0000
1829.3362;595.1313;72.0000;43.0000
1858.2600;595.1347;73.0000;43.0000
1887.0498;595.2786;74.0000;43.0000
1915.7262;595.4952;75.0000;43.0000
1944.5088;595.8843;76.0000;43.0000
1973.1956;596.1746;77.0000;43.0000
2001.3913;596.3168;78.0000;43.0000
2029.5503;596.3298;79.0000;43.0000
2057.6806;596.5590;80.0000;43.0000
2085.5480;596.8371;81.0000;43.0000
2113.4090;597.1323;82.0000;43.0000
2141.0647;597.5180;83.0000;43.0000
2168.3401;597.8818;84.0000;43.0000
2195.5313;598.0408;85.0000;43.0000
2222.6453;598.2219;86.0000;43.0000
2249.6719;598.4139;87.0000;43.0000
2276.4797;598.4934;88.0000;43.0000
2303.3041;598.6673;89.0000;43.0000
2329.6526;598.9682;90.0000;43.0000
2356.0785;599.3937;91.0000;43.0000
2382.1340;599.8370;92.0000;43.0000
2408.3691;600.2825;93.0000;43.0000
2433.9219;600.5424;94.0000;43.0000
83.5164;665.6346;13.0000;44.0000
111.3999;664.4935;14.0000;44.0000
138.9134;663.3184;15.0000;44.0000
166.6561;662.1222;16.0000;44.0000
194.5659;660.8246;17.0000;44.0000
222.7294;659.5640;18.0000;44.0000
251.0973;658.2742;19.0000;44.0000
279.4108;657.0079;20.0000;44.0000
307.5465;655.7737;21.0000;44.0000
336.0291;654.6088;22.0000;44.0000
365.2536;653.3814;23.0000;44.0000
393.5851;652.2242;24.0000;44.0000
422.8668;651.1317;25.0000;44.0000
451.5886;650.1018;26.0000;44.0000
481.1024;649.0993;27.0000;44.0000
509.7416;648.1519;28.0000;44.0000
539.4479;647.2494;29.0000;44.0000
569.1181;646.3767;30.0000;44.0000
598.4035;645.4623;31.0000;44.0000
627.7125;644.4728;32.0000;44.0000
657.6610;643.5121;33.0000;44.0000
687.5731;642.5049;34.0000;44.0000
717.4925;641.4958;35.0000;44.0000
747.4923;640.5363;36.0000;44.0000
777.4871;639.4996;37.0000;44.0000
807.5620;638.6666;38.0000;44.0000
837.7527;637.7620;39.0000;44.0000
867.8038;636.9712;40.0000;44.0000
898.4389;636.1646;41.0000;44.0000
928.9795;635.3481;42.0000;44.0000
959.0528;634.4955;43.0000;44.0000
989.4421;633.6682;44.0000;44.0000
1019.8984;632.8987;45.0000;44.0000
1050.2368;632.3725;46.0000;44.0000
1080.7046;631.9119;47.0000;44.0000
1111.3960;631.2139;48.0000;44.0000
1141.9342;630.3705;49.0000;44.0000
1172.1136;629.6755;50.0000;44.0000
1202.6245;629.1814;51.0000;44.0000
1233.3339;628.7155;52.0000;44.0000
1263.7113;628.1530;53.0000;44.0000
1293.8517;627.6962;54.0000;44.0000
1324.4872;627.4677;55.0000;44.0000
1355.0703;627.2433;56.0000;44.0000
1384.8945;626.7332;57.0000;44.0000
1415.3385;626.2727;58.0000;44.0000
1445.2666;625.9492;59.0000;44.0000
1475.4843;625.6965;60.0000;44.0000
1505.5663;625.5308;61.0000;44.0000
1535.4721;625.4232;62.0000;44.0000
1565.2735;625.3554;63.0000;44.0000
1595.3708;625.2898;64.0000;44.0000
1624.6856;625.1653;65.0000;44.0000
1654.6115;624.9694;66.0000;44.0000
1684.3275;624.8495;67.0000;44.0000
1713.5258;624.7685;68.0000;44.0000
1742.7288;624.7312;69.0000;44.0000
1772.0464;624.6753;70.0000;44.0000
1801.1954;624.6379;71.0000;44.0000
1830.3100;624.6053;72.0000;44.0000
1859.2465;624.6425;73.0000;44.0000
1888.0345;624.6498;74.0000;44.0000
1916.7036;624.7665;75.0000;44.0000
1945.5169;624.9956;76.0000;44.0000
1974.2380;625.2437;77.0000;44.0000
2002.3676;625.5292;78.0000;44.0000
2030.5620;625.9944;79.0000;44.0000
2058.8331;626.2652;80.0000;44.0000
2086.5764;626.3155;81.0000;44.0000
2114.3941;626.5176;82.0000;44.0000
2169.4261;627.0844;84.0000;44.0000
2196.5934;627.1534;85.0000;44.0000
2223.7797;627.1389;86.0000;44.0000
2250.7588;627.2950;87.0000;44.0000
2277.6097;627.5079;88.0000;44.0000
2304.3467;627.8071;89.0000;44.0000
2330.7960;627.8984;90.0000;44.0000
2357.2230;628.0913;91.0000;44.0000
2383.3844;628.3704;92.0000;44.0000
2409.4730;628.6037;93.0000;44.0000
2435.1125;628.8005;94.0000;44.0000
83.5485;695.0142;13.0000;45.0000
111.3360;693.8145;14.0000;45.0000
139.0093;692.7006;15.0000;45.0000
166.7987;691.5313;16.0000;45.0000
194.7237;690.4174;17.0000;45.0000
222.9415;689.1994;18.0000;45.0000
251.2099;687.9477;19.0000;45.0000
279.4627;686.7097;20.0000;45.0000
307.6266;685.5745;21.0000;45.0000
336.2585;684.4222;22.0000;45.0000
365.3500;683.3428;23.0000;45.0000
393.6713;682.3057;24.0000;45.0000
423.1714;681.2863;25.0000;45.0000
451.6341;680.3008;26.0000;45.0000
481.2890;679.2821;27.0000;45.0000
510.0511;678.2192;28.0000;45.0000
539.5867;677.2006;29.0000;45.0000
569.2733;676.3237;30.0000;45.0000
598.8149;675.3387;31.0000;45.0000
628.2017;674.4075;32.0000;45.0000
657.8501;673.6822;33.0000;45.0000
687.6711;672.8367;34.0000;45.0000
717.6776;671.8214;35.0000;45.0000
747.6551;670.9580;36.0000;45.0000
777.7040;670.1362;37.0000;45.0000
807.8176;669.2370;38.0000;45.0000
837.9144;668.3611;39.0000;45.0000
868.4937;667.3662;40.0000;45.0000
898.9751;666.5288;41.0000;45.0000
929.1639;665.7118;42.0000;45.0000
959.4823;664.9128;43.0000;45.0000
989.8754;664.1867;44.0000;45.0000
1020.2159;663.4189;45.0000;45.0000
1050.7422;662.5869;46.0000;45.0000
1081.3787;661.9030;47.0000;45.0000
1111.8342;661.3197;48.0000;45.0000
1142.2756;660.7977;49.0000;45.0000
1172.6989;660.2359;50.0000;45.0000
1203.3993;659.5120;51.0000;45.0000
1233.9547;658.8923;52.0000;45.0000
1264.1393;658.5111;53.0000;45.0000
1294.5461;658.0957;54.0000;45.0000
1325.2591;657.6431;55.0000;45.0000
1355.4736;657.3469;56.0000;45.0000
1385.6347;657.0608;57.0000;45.0000
1416.1816;656.5380;58.0000;45.0000
1445.8819;656.0483;59.0000;45.0000
1476.3635;655.7733;60.0000;45.0000
1506.1801;655.6171;61.0000;45.0000
1536.3717;655.4724;62.0000;45.0000
1565.9589;655.3178;63.0000;45.0000
1596.2086;655.1865;64.0000;45.0000
1625.6078;655.0464;65.0000;45.0000
1655.3338;654.8472;66.0000;45.0000
1685.1921;654.6597;67.0000;45.0000
1714.4615;654.5343;68.0000;45.0000
1743.6783;654.3896;69.0000;45.0000
1772.9443;654.3593;70.0000;45.0000
1802.1356;654.3491;71.0000;45.0000
1831.2519;654.4135;72.0000;45.0000
1860.1974;654.4756;73.0000;45.0000
1888.9975;654.5279;74.0000;45.0000
1917.6566;654.4834;75.0000;45.0000
1946.5262;654.6226;76.0000;45.0000
1975.2017;654.7920;77.0000;45.0000
2003.3248;655.0570;78.0000;45.0000
2031.5782;655.3233;79.0000;45.0000
2059.7703;655.5128;80.0000;45.0000
2087.5929;655.5779;81.0000;45.0000
2115.3910;655.7798;82.0000;45.0000
2170.4412;656.1602;84.0000;45.0000
2197.6487;656.0931;85.0000;45.0000
2224.8274;656.2802;86.0000;45.0000
2251.8442;656.3465;87.0000;45.0000
2278.6610;656.3689;88.0000;45.0000
2305.3606;656.4340;89.0000;45.0000
2331.8523;656.4837;90.0000;45.0000
2358.3188;656.5986;91.0000;45.0000
2384.4661;656.7872;92.0000;45.0000
2410.5050;656.9421;93.0000;45.0000
2436.2253;657.3295;94.0000;45.0000
83.6247;724.4595;13.0000;46.0000
111.3575;723.3924;14.0000;46.0000
139.1512;722.1472;15.0000;46.0000
167.0105;720.9828;16.0000;46.0000
